Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Affects_Academic_Performance_Numeric,Addiction_Level,Cluster,Region
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,8,1,High,1,Asia
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4,0,Medium,0,Europe
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,7,1,Medium,2,Asia
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,9,1,High,1,North America
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,7,1,Medium,1,North America
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5,0,Medium,0,Europe
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7,1,Medium,2,North America
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7,1,Medium,2,South America
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5,0,Medium,0,Asia
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,0,Medium,0,Europe
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,1,Medium,0,Oceania
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3,7,1,Medium,2,Asia
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7,1,Medium,2,Asia
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8,1,High,1,Asia
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,0,Medium,0,Europe
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4,8,1,High,1,Asia
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6,1,Medium,0,North America
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,1,Medium,2,South America
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,5,0,Medium,0,Asia
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,4,0,Medium,0,Europe
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6,1,Medium,0,Oceania
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7,1,Medium,2,Asia
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7,1,Medium,2,Asia
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,1,High,1,Asia
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,5,0,Medium,0,Europe
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,8,1,High,1,Asia
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,6,1,Medium,0,North America
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,7,1,Medium,2,South America
522,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2,5,0,Medium,0,Asia
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,0,Medium,0,Europe
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,1,Medium,0,Oceania
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7,1,Medium,2,Asia
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,1,Medium,2,Asia
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,1,High,1,Asia
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,0,Medium,0,Europe
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8,1,High,1,Asia
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,1,Medium,0,North America
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,South America
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,0,Medium,0,Asia
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,0,Medium,0,Europe
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,1,Medium,0,Oceania
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7,1,Medium,2,Asia
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7,1,Medium,2,Asia
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,1,High,1,Asia
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,0,Medium,0,Europe
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8,1,High,1,Asia
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6,1,Medium,0,North America
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7,1,Medium,2,South America
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,0,Medium,0,Asia
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,0,Medium,0,Europe
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,1,Medium,0,Oceania
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,Asia
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,1,Medium,2,Asia
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,1,High,1,Asia
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,0,Medium,0,Europe
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8,1,High,1,Asia
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,1,Medium,0,North America
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7,1,Medium,2,South America
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,5,0,Medium,0,Asia
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,0,Medium,0,Europe
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,1,Medium,0,Oceania
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7,1,Medium,2,Asia
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7,1,Medium,2,Asia
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,1,High,1,Asia
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,0,Medium,0,Europe
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,1,High,1,Asia
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6,1,Medium,0,North America
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7,1,Medium,2,South America
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5,0,Medium,0,Asia
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,0,Medium,0,Europe
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,1,Medium,0,Oceania
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7,1,Medium,2,Asia
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,1,Medium,2,Asia
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,1,High,1,Asia
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,0,Medium,0,Europe
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8,1,High,1,Asia
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,1,Medium,0,North America
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,1,Medium,2,Europe
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,0,Medium,0,Europe
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8,1,High,2,Europe
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,1,High,1,Asia
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Asia
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,1,Medium,2,North America
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,North America
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,0,Medium,0,Europe
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,1,Medium,2,North America
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8,1,High,1,Europe
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Europe
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,1,Medium,2,Asia
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,0,Medium,0,Asia
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,1,High,1,Europe
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,0,Medium,0,Europe
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Europe
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,1,Medium,2,Europe
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9,1,High,1,Asia
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8,1,High,1,Asia
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,1,Medium,2,North America
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,North America
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,Europe
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5,0,Medium,0,North America
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,1,High,1,Europe
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8,1,High,1,Europe
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Asia
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,0,Medium,0,Asia
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,1,High,1,Europe
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,8,1,High,1,Europe
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,1,Medium,2,Europe
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,1,High,1,Asia
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Asia
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,1,Medium,2,North America
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,North America
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,North America
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8,1,High,1,Europe
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Asia
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8,1,High,1,Europe
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,1,High,1,Europe
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,1,Medium,2,Europe
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,1,High,1,Asia
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,1,High,1,Asia
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,1,High,1,North America
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7,1,Medium,2,North America
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,Europe
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,0,Medium,0,Asia
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8,1,High,1,Europe
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,1,High,1,Europe
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9,1,High,1,Asia
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,1,High,1,North America
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,North America
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,1,High,1,Europe
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8,1,High,1,Europe
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,Europe
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,1,Medium,2,Europe
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9,1,High,1,Asia
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8,1,High,1,North America
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,North America
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8,1,High,1,Europe
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,0,Medium,0,Asia
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,1,High,1,Europe
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Europe
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,1,High,1,Asia
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,North America
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,North America
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8,1,High,1,Europe
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9,1,High,1,Europe
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Asia
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Europe
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,Europe
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,1,High,1,Asia
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,1,High,1,Asia
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,1,Medium,2,North America
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8,1,High,1,North America
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,1,Medium,2,North America
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,1,High,1,Europe
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,Europe
